index,prediction,Usage
9263,121,Public
9264,327,Private
9265,177,Public
9266,0,Public
9267,158,Public
9268,79,Public
9269,66,Public
9270,147,Public
9271,363,Public
9272,0,Public
9273,0,Public
9274,0,Private
9275,0,Public
9276,292,Public
9277,13,Public
9278,89,Public
9279,0,Public
9280,32,Private
9281,234,Private
9282,64,Private
9283,0,Public
9284,0,Public
9285,0,Public
9286,0,Public
9287,0,Public
9288,250,Public
9289,341,Private
9290,0,Public
9291,351,Public
9292,248,Public
9293,264,Public
9294,95,Private
9295,0,Private
9296,334,Private
9297,0,Public
9298,346,Public
9299,365,Public
9300,318,Private
9301,88,Private
9302,0,Public
9303,152,Public
9304,105,Public
9305,0,Public
9306,339,Public
9307,77,Public
9308,351,Public
9309,0,Private
9310,15,Public
9311,12,Public
9312,47,Public
9313,365,Private
9314,1,Public
9315,8,Private
9316,28,Public
9317,0,Public
9318,0,Public
9319,67,Public
9320,89,Public
9321,324,Public
9322,39,Public
9323,53,Private
9324,237,Public
9325,5,Private
9326,0,Public
9327,44,Public
9328,344,Public
9329,0,Public
9330,0,Public
9331,293,Private
9332,1,Public
9333,0,Private
9334,231,Public
9335,0,Private
9336,95,Private
9337,37,Public
9338,27,Public
9339,365,Private
9340,0,Private
9341,341,Private
9342,164,Public
9343,0,Public
9344,0,Public
9345,80,Public
9346,150,Private
9347,128,Public
9348,356,Public
9349,13,Private
9350,0,Public
9351,365,Private
9352,2,Private
9353,0,Public
9354,109,Public
9355,0,Public
9356,29,Private
9357,87,Public
9358,0,Private
9359,282,Public
9360,228,Private
9361,24,Public
9362,27,Public
9363,351,Public
9364,208,Public
9365,211,Private
9366,261,Private
9367,339,Private
9368,199,Private
9369,7,Public
9370,0,Public
9371,365,Private
9372,0,Private
9373,0,Public
9374,281,Public
9375,279,Public
9376,4,Public
9377,88,Public
9378,332,Public
9379,32,Public
9380,69,Private
9381,350,Private
9382,49,Public
9383,42,Public
9384,365,Private
9385,0,Public
9386,179,Public
9387,50,Private
9388,5,Public
9389,1,Public
9390,87,Private
9391,119,Private
9392,0,Private
9393,0,Public
9394,365,Private
9395,134,Private
9396,5,Public
9397,0,Public
9398,234,Private
9399,321,Public
9400,211,Private
9401,0,Private
9402,0,Public
9403,15,Private
9404,0,Public
9405,0,Private
9406,0,Private
9407,21,Public
9408,243,Public
9409,0,Private
9410,78,Private
9411,0,Public
9412,0,Public
9413,0,Public
9414,0,Public
9415,0,Public
9416,59,Public
9417,262,Public
9418,10,Private
9419,0,Public
9420,10,Private
9421,0,Public
9422,236,Private
9423,0,Private
9424,66,Public
9425,361,Private
9426,291,Public
9427,31,Public
9428,354,Public
9429,11,Private
9430,76,Public
9431,210,Public
9432,53,Public
9433,0,Private
9434,0,Public
9435,302,Public
9436,63,Public
9437,0,Public
9438,138,Private
9439,0,Public
9440,0,Public
9441,0,Public
9442,259,Public
9443,0,Public
9444,352,Private
9445,0,Public
9446,0,Private
9447,100,Public
9448,9,Public
9449,0,Public
9450,0,Private
9451,0,Private
9452,0,Public
9453,57,Private
9454,0,Public
9455,62,Public
9456,0,Public
9457,310,Public
9458,0,Public
9459,238,Public
9460,276,Private
9461,244,Public
9462,52,Public
9463,16,Public
9464,2,Public
9465,347,Private
9466,336,Public
9467,0,Public
9468,337,Private
9469,173,Public
9470,0,Private
9471,362,Private
9472,0,Public
9473,231,Public
9474,42,Public
9475,178,Private
9476,0,Public
9477,55,Public
9478,0,Public
9479,37,Public
9480,307,Public
9481,0,Public
9482,207,Private
9483,0,Public
9484,290,Public
9485,114,Public
9486,0,Public
9487,0,Public
9488,10,Private
9489,88,Public
9490,194,Public
9491,135,Private
9492,2,Public
9493,4,Public
9494,0,Public
9495,250,Public
9496,228,Private
9497,95,Public
9498,0,Public
9499,40,Public
9500,0,Public
9501,65,Public
9502,342,Private
9503,21,Private
9504,0,Public
9505,6,Public
9506,361,Public
9507,81,Public
9508,76,Public
9509,11,Public
9510,0,Public
9511,334,Private
9512,157,Public
9513,19,Public
9514,0,Public
9515,31,Public
9516,357,Private
9517,351,Public
9518,353,Public
9519,76,Public
9520,0,Public
9521,0,Public
9522,156,Public
9523,0,Private
9524,313,Private
9525,185,Public
9526,297,Public
9527,17,Private
9528,6,Public
9529,0,Public
9530,0,Private
9531,78,Public
9532,0,Private
9533,289,Public
9534,308,Private
9535,0,Public
9536,140,Private
9537,311,Private
9538,123,Public
9539,89,Public
9540,315,Public
9541,111,Public
9542,339,Public
9543,341,Public
9544,179,Private
9545,189,Public
9546,344,Public
9547,355,Private
9548,58,Public
9549,0,Private
9550,220,Public
9551,320,Public
9552,60,Public
9553,0,Private
9554,333,Private
9555,333,Public
9556,341,Public
9557,37,Public
9558,0,Public
9559,294,Private
9560,0,Public
9561,9,Public
9562,344,Private
9563,0,Public
9564,45,Private
9565,1,Public
9566,0,Private
9567,0,Public
9568,276,Private
9569,281,Public
9570,0,Private
9571,181,Public
9572,0,Private
9573,365,Private
9574,0,Public
9575,6,Public
9576,311,Public
9577,364,Private
9578,119,Public
9579,101,Public
9580,0,Public
9581,28,Public
9582,168,Private
9583,0,Private
9584,59,Public
9585,184,Public
9586,0,Public
9587,73,Public
9588,365,Public
9589,10,Public
9590,361,Public
9591,0,Public
9592,0,Public
9593,218,Public
9594,337,Public
9595,3,Public
9596,365,Private
9597,51,Private
9598,317,Public
9599,0,Public
9600,0,Public
9601,10,Public
9602,0,Public
9603,0,Public
9604,0,Public
9605,62,Public
9606,269,Public
9607,0,Private
9608,0,Public
9609,178,Private
9610,48,Public
9611,0,Public
9612,145,Public
9613,0,Public
9614,309,Private
9615,0,Public
9616,0,Public
9617,33,Public
9618,101,Public
9619,0,Public
9620,0,Public
9621,0,Public
9622,135,Private
9623,9,Private
9624,204,Public
9625,0,Public
9626,298,Public
9627,0,Public
9628,0,Public
9629,336,Public
9630,330,Public
9631,270,Private
9632,273,Private
9633,333,Public
9634,25,Private
9635,0,Public
9636,111,Public
9637,0,Private
9638,0,Public
9639,85,Private
9640,89,Public
9641,208,Public
9642,316,Public
9643,0,Public
9644,0,Private
9645,365,Public
9646,236,Public
9647,352,Private
9648,191,Private
9649,178,Public
9650,264,Private
9651,0,Public
9652,0,Public
9653,1,Public
9654,0,Private
9655,0,Private
9656,133,Public
9657,15,Private
9658,236,Public
9659,20,Public
9660,365,Public
9661,57,Public
9662,293,Public
9663,268,Public
9664,0,Public
9665,0,Private
9666,0,Public
9667,0,Private
9668,41,Public
9669,1,Public
9670,0,Public
9671,0,Public
9672,342,Private
9673,0,Public
9674,270,Public
9675,6,Private
9676,305,Public
9677,0,Private
9678,363,Public
9679,0,Public
9680,365,Public
9681,20,Private
9682,0,Private
9683,249,Public
9684,0,Public
9685,26,Public
9686,326,Private
9687,89,Public
9688,336,Public
9689,255,Public
9690,0,Public
9691,0,Public
9692,0,Public
9693,158,Public
9694,81,Private
9695,0,Public
9696,0,Private
9697,73,Private
9698,0,Private
9699,0,Public
9700,54,Private
9701,0,Private
9702,8,Public
9703,3,Public
9704,1,Public
9705,0,Private
9706,0,Public
9707,62,Public
9708,20,Public
9709,341,Public
9710,0,Private
9711,146,Public
9712,0,Private
9713,1,Public
9714,284,Public
9715,133,Public
9716,0,Public
9717,13,Private
9718,0,Public
9719,49,Public
9720,0,Private
9721,337,Private
9722,0,Public
9723,245,Public
9724,82,Public
9725,0,Public
9726,157,Public
9727,1,Private
9728,0,Public
9729,23,Public
9730,0,Public
9731,0,Public
9732,0,Public
9733,284,Private
9734,0,Public
9735,365,Public
9736,8,Public
9737,318,Public
9738,41,Private
9739,342,Public
9740,0,Public
9741,0,Public
9742,0,Public
9743,342,Public
9744,15,Public
9745,47,Private
9746,0,Public
9747,0,Public
9748,83,Public
9749,0,Public
9750,0,Public
9751,0,Private
9752,24,Private
9753,281,Public
9754,170,Private
9755,90,Public
9756,177,Private
9757,0,Private
9758,0,Public
9759,0,Private
9760,99,Public
9761,265,Public
9762,354,Public
9763,10,Public
9764,221,Public
9765,365,Public
9766,0,Public
9767,287,Private
9768,7,Private
9769,107,Private
9770,9,Public
9771,0,Public
9772,0,Private
9773,0,Private
9774,23,Private
9775,241,Private
9776,6,Private
9777,3,Public
9778,0,Public
9779,365,Public
9780,308,Public
9781,242,Public
9782,0,Private
9783,0,Public
9784,365,Private
9785,0,Public
9786,0,Public
9787,0,Private
9788,0,Public
9789,363,Public
9790,351,Public
9791,30,Public
9792,365,Public
9793,0,Public
9794,0,Private
9795,0,Private
9796,256,Private
9797,16,Public
9798,179,Public
9799,0,Public
9800,60,Private
9801,0,Public
9802,11,Private
9803,0,Public
9804,67,Private
9805,5,Private
9806,0,Public
9807,311,Public
9808,0,Public
9809,0,Private
9810,0,Public
9811,0,Public
9812,341,Public
9813,38,Public
9814,359,Public
9815,68,Public
9816,325,Private
9817,128,Public
9818,70,Public
9819,0,Private
9820,62,Public
9821,0,Public
9822,234,Private
9823,0,Public
9824,58,Private
9825,365,Public
9826,312,Public
9827,0,Private
9828,215,Private
9829,0,Public
9830,357,Private
9831,0,Public
9832,364,Public
9833,350,Public
9834,29,Private
9835,212,Public
9836,83,Public
9837,35,Public
9838,86,Public
9839,0,Public
9840,0,Private
9841,83,Public
9842,175,Public
9843,89,Private
9844,156,Private
9845,74,Private
9846,0,Public
9847,92,Private
9848,320,Private
9849,0,Public
9850,48,Private
9851,0,Public
9852,5,Public
9853,1,Private
9854,0,Private
9855,0,Public
9856,84,Public
9857,3,Public
9858,311,Public
9859,307,Public
9860,103,Public
9861,43,Public
9862,0,Private
9863,296,Private
9864,156,Private
9865,244,Public
9866,36,Private
9867,0,Private
9868,305,Public
9869,17,Public
9870,0,Public
9871,27,Public
9872,126,Private
9873,54,Public
9874,251,Private
9875,55,Public
9876,176,Private
9877,40,Private
9878,43,Public
9879,0,Public
9880,0,Public
9881,0,Public
9882,86,Public
9883,322,Private
9884,357,Public
9885,0,Public
9886,364,Public
9887,27,Public
9888,283,Public
9889,333,Private
9890,63,Private
9891,0,Private
9892,250,Public
9893,0,Public
9894,83,Private
9895,179,Private
9896,364,Public
9897,114,Private
9898,324,Public
9899,5,Public
9900,365,Public
9901,17,Public
9902,0,Public
9903,12,Private
9904,0,Private
9905,0,Public
9906,0,Public
9907,117,Public
9908,162,Public
9909,0,Public
9910,169,Public
9911,0,Private
9912,243,Public
9913,40,Private
9914,341,Public
9915,8,Public
9916,281,Public
9917,0,Public
9918,0,Private
9919,169,Public
9920,215,Public
9921,319,Public
9922,0,Private
9923,0,Public
9924,354,Public
9925,61,Private
9926,348,Public
9927,26,Public
9928,22,Private
9929,173,Private
9930,89,Private
9931,21,Public
9932,156,Public
9933,201,Private
9934,0,Private
9935,339,Public
9936,157,Public
9937,31,Public
9938,0,Public
9939,261,Public
9940,0,Public
9941,296,Public
9942,2,Private
9943,315,Private
9944,64,Public
9945,188,Private
9946,0,Public
9947,55,Public
9948,311,Private
9949,0,Public
9950,257,Public
9951,0,Public
9952,188,Public
9953,263,Public
9954,136,Public
9955,313,Public
9956,0,Public
9957,261,Private
9958,59,Public
9959,0,Public
9960,0,Public
9961,0,Public
9962,332,Private
9963,90,Public
9964,283,Private
9965,0,Private
9966,8,Public
9967,171,Public
9968,0,Public
9969,294,Public
9970,0,Private
9971,81,Private
9972,0,Public
9973,0,Public
9974,0,Public
9975,0,Private
9976,0,Private
9977,67,Public
9978,179,Private
9979,355,Private
9980,4,Public
9981,38,Public
9982,96,Public
9983,278,Private
9984,0,Private
9985,278,Private
9986,0,Public
9987,0,Public
9988,71,Public
9989,363,Public
9990,0,Public
9991,0,Private
9992,0,Private
9993,89,Public
9994,36,Public
9995,4,Public
9996,0,Public
9997,72,Public
9998,0,Public
9999,65,Public
10000,278,Private
10001,144,Public
10002,157,Private
10003,0,Public
10004,190,Public
10005,43,Private
10006,6,Public
10007,0,Public
10008,0,Public
10009,280,Public
10010,0,Public
10011,2,Private
10012,238,Public
10013,351,Public
10014,0,Private
10015,37,Private
10016,160,Public
10017,334,Private
10018,0,Private
10019,363,Public
10020,46,Private
10021,343,Private
10022,80,Public
10023,16,Private
10024,2,Public
10025,158,Public
10026,36,Private
10027,82,Private
10028,38,Public
10029,69,Public
10030,80,Public
10031,0,Public
10032,0,Public
10033,34,Public
10034,0,Private
10035,89,Public
10036,0,Public
10037,0,Public
10038,298,Private
10039,343,Private
10040,0,Private
10041,347,Public
10042,167,Public
10043,0,Public
10044,189,Public
10045,189,Public
10046,309,Public
10047,24,Public
10048,89,Public
10049,66,Public
10050,99,Public
10051,0,Public
10052,153,Public
10053,0,Private
10054,265,Public
10055,365,Public
10056,93,Private
10057,0,Public
10058,233,Public
10059,285,Public
10060,39,Public
10061,332,Public
10062,188,Public
10063,159,Public
10064,310,Private
10065,153,Public
10066,0,Public
10067,343,Public
10068,325,Public
10069,0,Private
10070,89,Private
10071,12,Public
10072,0,Public
10073,23,Public
10074,13,Public
10075,0,Public
10076,0,Public
10077,6,Public
10078,354,Public
10079,0,Private
10080,246,Public
10081,363,Public
10082,0,Public
10083,118,Public
10084,0,Public
10085,139,Public
10086,180,Private
10087,0,Public
10088,263,Public
10089,220,Public
10090,0,Private
10091,21,Private
10092,0,Public
10093,184,Public
10094,0,Private
10095,10,Public
10096,59,Public
10097,43,Private
10098,279,Public
10099,336,Public
10100,0,Public
10101,176,Private
10102,0,Public
10103,364,Public
10104,0,Private
10105,151,Public
10106,20,Private
10107,314,Private
10108,0,Private
10109,43,Private
10110,0,Public
10111,0,Public
10112,0,Private
10113,0,Public
10114,65,Public
10115,0,Private
10116,332,Private
10117,0,Public
10118,0,Private
10119,93,Private
10120,171,Public
10121,0,Private
10122,355,Public
10123,0,Public
10124,0,Public
10125,0,Private
10126,136,Public
10127,60,Private
10128,150,Private
10129,322,Public
10130,0,Public
10131,0,Public
10132,23,Public
10133,0,Public
10134,0,Public
10135,290,Public
10136,146,Public
10137,193,Private
10138,0,Private
10139,296,Public
10140,0,Public
10141,179,Public
10142,252,Private
10143,35,Public
10144,337,Public
10145,342,Private
10146,0,Private
10147,0,Public
10148,0,Public
10149,0,Public
10150,325,Public
10151,179,Private
10152,65,Public
10153,0,Public
10154,364,Public
10155,175,Private
10156,0,Private
10157,364,Private
10158,0,Private
10159,37,Public
10160,104,Public
10161,0,Public
10162,296,Private
10163,68,Public
10164,14,Public
10165,0,Private
10166,0,Public
10167,1,Public
10168,0,Private
10169,286,Public
10170,0,Public
10171,0,Public
10172,329,Public
10173,365,Private
10174,330,Public
10175,0,Public
10176,342,Public
10177,187,Public
10178,192,Public
10179,20,Private
10180,107,Public
10181,26,Private
10182,272,Public
10183,23,Public
10184,0,Public
10185,88,Private
10186,0,Public
10187,0,Private
10188,19,Private
10189,13,Private
10190,146,Public
10191,0,Public
10192,89,Public
10193,32,Public
10194,0,Private
10195,226,Private
10196,0,Private
10197,86,Private
10198,0,Public
10199,14,Public
10200,28,Public
10201,108,Public
10202,0,Public
10203,3,Private
10204,0,Public
10205,286,Public
10206,23,Private
10207,365,Public
10208,0,Private
10209,343,Public
10210,0,Private
10211,322,Public
10212,180,Private
10213,203,Public
10214,64,Public
10215,270,Private
10216,12,Public
10217,0,Public
10218,0,Private
10219,236,Private
10220,0,Public
10221,64,Public
10222,311,Public
10223,280,Private
10224,0,Public
10225,70,Public
10226,136,Public
10227,0,Public
10228,193,Private
10229,0,Public
10230,0,Public
10231,42,Public
10232,0,Private
10233,87,Private
10234,310,Public
10235,295,Public
10236,0,Private
10237,0,Private
10238,0,Public
10239,13,Private
10240,0,Public
10241,149,Public
10242,69,Private
10243,31,Private
10244,211,Private
10245,89,Public
10246,0,Private
10247,0,Public
10248,80,Private
10249,0,Public
10250,35,Public
10251,0,Public
10252,8,Public
10253,73,Public
10254,365,Public
10255,189,Public
10256,0,Public
10257,350,Private
10258,22,Public
10259,0,Public
10260,356,Public
10261,296,Public
10262,296,Public
10263,0,Public
10264,4,Public
10265,0,Private
10266,250,Private
10267,229,Public
10268,0,Public
10269,0,Public
10270,95,Private
10271,68,Private
10272,34,Public
10273,274,Private
10274,0,Public
10275,353,Public
10276,0,Private
10277,346,Private
10278,365,Public
10279,305,Private
10280,0,Public
10281,180,Private
10282,337,Public
10283,8,Private
10284,185,Public
10285,0,Public
10286,21,Public
10287,0,Private
10288,179,Private
10289,221,Public
10290,0,Public
10291,0,Private
10292,354,Public
10293,121,Public
10294,217,Private
10295,177,Public
10296,251,Private
10297,109,Public
10298,0,Private
10299,315,Public
10300,42,Public
10301,188,Public
10302,0,Private
10303,49,Public
10304,0,Private
10305,0,Private
10306,0,Private
10307,339,Public
10308,323,Public
10309,0,Public
10310,182,Public
10311,0,Public
10312,0,Public
10313,0,Public
10314,0,Private
10315,0,Public
10316,129,Public
10317,0,Private
10318,298,Private
10319,188,Public
10320,5,Public
10321,322,Public
10322,219,Public
10323,0,Public
10324,0,Public
10325,257,Private
10326,101,Public
10327,156,Public
10328,0,Public
10329,0,Private
10330,0,Public
10331,365,Public
10332,1,Private
10333,0,Private
10334,21,Private
10335,0,Public
10336,0,Private
10337,1,Public
10338,222,Private
10339,0,Public
10340,3,Private
10341,0,Private
10342,0,Public
10343,0,Private
10344,0,Public
10345,0,Public
10346,3,Public
10347,121,Private
10348,0,Public
10349,330,Public
10350,0,Public
10351,103,Private
10352,293,Public
10353,310,Private
10354,75,Public
10355,0,Private
10356,0,Private
10357,29,Public
10358,213,Private
10359,0,Public
10360,0,Private
10361,365,Public
10362,341,Public
10363,0,Public
10364,344,Public
10365,188,Public
10366,0,Private
10367,25,Public
10368,0,Public
10369,0,Public
10370,339,Public
10371,228,Public
10372,0,Public
10373,0,Public
10374,35,Public
10375,191,Public
10376,0,Public
10377,0,Public
10378,23,Public
10379,9,Public
10380,201,Private
10381,157,Private
10382,332,Public
10383,0,Public
10384,106,Public
10385,8,Private
10386,255,Public
10387,327,Private
10388,2,Public
10389,318,Public
10390,192,Public
10391,331,Public
10392,56,Public
10393,108,Public
10394,310,Private
10395,0,Public
10396,0,Public
10397,1,Public
10398,0,Public
10399,34,Private
10400,364,Public
10401,162,Public
10402,342,Private
10403,0,Public
10404,88,Private
10405,34,Public
10406,20,Public
10407,0,Public
10408,0,Private
10409,45,Private
10410,319,Private
10411,9,Private
10412,0,Public
10413,1,Private
10414,364,Public
10415,0,Public
10416,365,Public
10417,187,Public
10418,365,Public
10419,0,Public
10420,283,Public
10421,0,Public
10422,90,Public
10423,0,Public
10424,244,Private
10425,0,Public
10426,354,Public
10427,283,Private
10428,91,Public
10429,3,Public
10430,0,Private
10431,287,Public
10432,31,Private
10433,271,Public
10434,0,Private
10435,364,Public
10436,0,Private
10437,0,Public
10438,0,Public
10439,84,Private
10440,365,Public
10441,20,Public
10442,0,Private
10443,170,Public
10444,32,Public
10445,288,Private
10446,2,Private
10447,29,Public
10448,0,Public
10449,127,Public
10450,260,Public
10451,11,Private
10452,20,Public
10453,0,Private
10454,0,Private
10455,238,Public
10456,1,Private
10457,0,Public
10458,128,Public
10459,363,Public
10460,0,Public
10461,0,Public
10462,0,Private
10463,324,Public
10464,340,Public
10465,349,Public
10466,3,Public
10467,171,Private
10468,84,Private
10469,254,Public
10470,41,Private
10471,25,Public
10472,33,Private
10473,0,Private
10474,13,Public
10475,0,Public
10476,0,Public
10477,0,Public
10478,0,Private
10479,0,Public
10480,5,Public
10481,206,Private
10482,0,Public
10483,332,Public
10484,1,Private
10485,302,Public
10486,205,Private
10487,0,Public
10488,116,Private
10489,0,Private
10490,256,Public
10491,0,Public
10492,184,Private
10493,0,Public
10494,0,Public
10495,340,Private
10496,72,Private
10497,230,Public
10498,16,Public
10499,0,Private
10500,7,Public
10501,0,Private
10502,335,Private
10503,68,Private
10504,327,Public
10505,5,Private
10506,102,Public
10507,0,Private
10508,333,Public
10509,92,Public
10510,158,Public
10511,198,Public
10512,306,Private
10513,92,Public
10514,338,Public
10515,281,Public
10516,0,Private
10517,3,Private
10518,191,Private
10519,49,Public
10520,66,Private
10521,0,Public
10522,0,Public
10523,64,Private
10524,0,Public
10525,0,Public
10526,279,Private
10527,289,Public
10528,0,Public
10529,55,Private
10530,0,Private
10531,64,Public
10532,208,Public
10533,267,Public
10534,173,Private
10535,0,Private
10536,331,Public
10537,340,Public
10538,365,Public
10539,0,Public
10540,0,Private
10541,214,Private
10542,34,Public
10543,0,Public
10544,0,Public
10545,0,Private
10546,0,Public
10547,156,Public
10548,0,Private
10549,0,Private
10550,0,Public
10551,0,Public
10552,0,Private
10553,11,Public
10554,176,Public
10555,0,Private
10556,0,Private
10557,0,Public
10558,0,Private
10559,120,Public
10560,363,Private
10561,328,Public
10562,0,Public
10563,0,Public
10564,58,Private
10565,0,Private
10566,0,Public
10567,340,Public
10568,0,Private
10569,0,Public
10570,365,Public
10571,60,Public
10572,327,Public
10573,100,Public
10574,1,Public
10575,320,Public
10576,0,Private
10577,276,Public
10578,4,Private
10579,56,Public
10580,88,Public
10581,280,Public
10582,62,Public
10583,334,Public
10584,46,Public
10585,326,Public
10586,149,Private
10587,79,Public
10588,172,Public
10589,25,Private
10590,28,Public
10591,325,Public
10592,334,Public
10593,352,Public
10594,0,Public
10595,0,Public
10596,48,Public
10597,167,Private
10598,0,Private
10599,32,Private
10600,12,Private
10601,0,Public
10602,0,Private
10603,90,Private
10604,16,Private
10605,0,Public
10606,0,Public
10607,364,Private
10608,0,Public
10609,0,Public
10610,337,Public
10611,0,Public
10612,199,Private
10613,6,Public
10614,0,Public
10615,185,Public
10616,98,Private
10617,179,Public
10618,83,Private
10619,309,Public
10620,0,Public
10621,365,Public
10622,0,Public
10623,44,Public
10624,90,Public
10625,0,Private
10626,41,Private
10627,0,Public
10628,15,Public
10629,39,Private
10630,120,Public
10631,346,Public
10632,109,Public
10633,0,Private
10634,9,Private
10635,0,Public
10636,279,Public
10637,169,Private
10638,0,Public
10639,358,Public
10640,14,Private
10641,88,Public
10642,0,Public
10643,85,Private
10644,0,Public
10645,0,Public
10646,255,Public
10647,76,Public
10648,0,Private
10649,0,Public
10650,347,Private
10651,0,Public
10652,359,Public
10653,0,Public
10654,0,Public
10655,95,Public
10656,0,Public
10657,3,Private
10658,124,Private
10659,0,Public
10660,5,Public
10661,189,Public
10662,365,Private
10663,296,Public
10664,363,Public
10665,220,Private
10666,0,Public
10667,102,Private
10668,0,Public
10669,2,Public
10670,0,Public
10671,364,Public
10672,311,Private
10673,320,Public
10674,329,Public
10675,17,Private
10676,0,Private
10677,0,Public
10678,231,Public
10679,272,Private
10680,0,Private
10681,0,Public
10682,4,Public
10683,0,Public
10684,331,Private
10685,2,Public
10686,0,Private
10687,318,Public
10688,314,Private
10689,41,Public
10690,315,Public
10691,188,Public
10692,0,Public
10693,0,Public
10694,30,Public
10695,10,Public
10696,311,Private
10697,0,Private
10698,89,Public
10699,0,Public
10700,209,Public
10701,0,Private
10702,333,Private
10703,0,Public
10704,351,Public
10705,365,Public
10706,0,Private
10707,0,Public
10708,364,Public
10709,0,Public
10710,0,Private
10711,109,Public
10712,83,Private
10713,0,Private
10714,0,Public
10715,288,Private
10716,129,Public
10717,0,Public
10718,45,Public
10719,21,Public
10720,15,Public
10721,24,Public
10722,212,Public
10723,13,Public
10724,0,Private
10725,0,Private
10726,280,Public
10727,0,Public
10728,154,Private
10729,90,Private
10730,0,Public
10731,0,Public
10732,323,Public
10733,315,Public
10734,0,Public
10735,88,Private
10736,62,Public
10737,104,Public
10738,29,Public
10739,179,Public
10740,0,Public
10741,89,Public
10742,259,Private
10743,0,Private
10744,39,Public
10745,0,Public
10746,104,Public
10747,0,Public
10748,335,Public
10749,88,Private
10750,84,Public
10751,0,Private
10752,178,Public
10753,78,Public
10754,328,Public
10755,0,Public
10756,0,Public
10757,0,Public
10758,89,Public
10759,341,Public
10760,263,Public
10761,0,Public
10762,0,Public
10763,345,Public
10764,32,Private
10765,0,Private
10766,0,Private
10767,275,Public
10768,0,Private
10769,72,Public
10770,83,Public
10771,182,Public
10772,73,Private
10773,364,Private
10774,331,Private
10775,13,Public
10776,351,Public
10777,137,Public
10778,0,Public
10779,342,Public
10780,0,Private
10781,24,Public
10782,7,Private
10783,144,Public
10784,0,Private
10785,0,Public
10786,233,Public
10787,346,Private
10788,0,Public
10789,214,Private
10790,53,Public
10791,0,Private
10792,0,Public
10793,0,Public
10794,291,Public
10795,365,Private
10796,0,Private
10797,0,Public
10798,164,Public
10799,37,Private
10800,0,Private
10801,48,Public
10802,333,Private
10803,0,Public
10804,99,Private
10805,170,Private
10806,42,Private
10807,133,Public
10808,2,Private
10809,0,Public
10810,204,Public
10811,53,Public
10812,0,Public
10813,0,Public
10814,15,Private
10815,0,Public
10816,318,Private
10817,0,Public
10818,0,Public
10819,0,Public
10820,365,Public
10821,363,Public
10822,0,Public
10823,26,Private
10824,0,Public
10825,163,Private
10826,329,Public
10827,0,Public
10828,0,Private
10829,45,Public
10830,173,Private
10831,346,Public
10832,73,Private
10833,5,Public
10834,88,Public
10835,1,Public
10836,0,Private
10837,274,Private
10838,110,Public
10839,342,Public
10840,363,Private
10841,342,Public
10842,15,Private
10843,68,Private
10844,112,Public
10845,0,Public
10846,18,Public
10847,0,Private
10848,0,Public
10849,336,Private
10850,0,Public
10851,62,Private
10852,90,Public
10853,75,Private
10854,212,Public
10855,187,Private
10856,325,Public
10857,313,Public
10858,0,Public
10859,189,Public
10860,23,Public
10861,0,Public
10862,0,Private
10863,0,Public
10864,0,Public
10865,0,Public
10866,0,Private
10867,312,Public
10868,22,Public
10869,166,Public
10870,0,Public
10871,0,Private
10872,0,Public
10873,0,Public
10874,363,Public
10875,59,Public
10876,122,Public
10877,97,Private
10878,162,Public
10879,314,Public
10880,1,Public
10881,79,Private
10882,269,Public
10883,71,Private
10884,24,Private
10885,0,Public
10886,76,Private
10887,0,Private
10888,329,Public
10889,0,Private
10890,111,Public
10891,360,Public
10892,59,Public
10893,0,Public
10894,0,Public
10895,16,Public
10896,88,Public
10897,349,Public
10898,78,Private
10899,69,Private
10900,125,Public
10901,249,Private
10902,24,Public
10903,3,Public
10904,73,Private
10905,0,Public
10906,0,Public
10907,333,Private
10908,189,Public
10909,0,Public
10910,365,Public
10911,7,Public
10912,91,Public
10913,364,Private
10914,194,Public
10915,0,Public
10916,46,Public
10917,321,Public
10918,183,Public
10919,61,Public
10920,333,Public
10921,89,Public
10922,0,Private
10923,112,Public
10924,329,Public
10925,110,Public
10926,0,Private
10927,0,Public
10928,55,Private
10929,365,Private
10930,0,Private
10931,108,Public
10932,71,Public
10933,365,Public
10934,0,Public
10935,0,Public
10936,7,Public
10937,365,Public
10938,39,Public
10939,0,Public
10940,364,Public
10941,364,Public
10942,54,Public
10943,0,Public
10944,321,Public
10945,274,Private
10946,0,Private
10947,35,Private
10948,310,Public
10949,0,Public
10950,0,Public
10951,0,Public
10952,0,Public
10953,79,Private
10954,0,Private
10955,0,Private
10956,179,Private
10957,365,Public
10958,0,Public
10959,0,Public
10960,132,Public
10961,89,Private
10962,43,Private
10963,70,Private
10964,0,Private
10965,0,Private
10966,0,Private
10967,0,Public
10968,362,Private
10969,0,Public
10970,0,Private
10971,0,Public
10972,0,Public
10973,153,Public
10974,137,Public
10975,125,Public
10976,0,Public
10977,200,Private
10978,0,Private
10979,0,Public
10980,0,Public
10981,245,Private
10982,0,Public
10983,362,Public
10984,322,Private
10985,0,Private
10986,89,Public
10987,0,Public
10988,221,Public
10989,360,Public
10990,0,Public
10991,5,Public
10992,365,Public
10993,346,Private
10994,141,Public
10995,0,Private
10996,55,Private
10997,322,Private
10998,90,Public
10999,59,Private
11000,0,Public
11001,38,Public
11002,344,Private
11003,88,Public
11004,311,Private
11005,5,Public
11006,116,Public
11007,0,Public
11008,365,Public
11009,280,Private
11010,363,Public
